user_id,age,income_bucket,tenure_months,tx_count_30d,avg_tx_amount,digital_activity_score,has_child,is_salary_client,product_credit_card,product_mortgage,product_deposit,product_investment,product_insurance,product_p2p_transfer,product_cashback,product_premium_account,product_business_loan
feb5fff646,56,2,8,21.0,166.350596593147,0.704089878184934,False,True,1,0,1,1,1,0,1,1,0
0ee505b985,35,3,16,15.0,136.4992760304854,0.3880732942714964,True,False,0,0,0,1,1,1,1,0,0
a48bbaa27b,21,3,74,17.0,45.423276899394125,0.5438364890499562,False,True,1,0,1,1,0,1,0,1,1
856366c9a9,42,2,77,14.0,13.180955230076203,0.4542990036612594,False,True,1,1,1,1,0,1,1,1,1
6f565419be,31,1,75,12.0,36.09715273777774,0.11764097367418655,False,True,0,1,1,1,0,1,0,1,1
7982fbe5c8,67,1,63,13.0,33.00648992023652,0.17563950253655566,False,False,0,0,0,0,0,1,0,1,0
bf44aa1197,26,2,106,13.0,95.20133755349106,0.382312211918345,True,True,1,1,0,1,1,0,1,1,0
9929743fac,43,1,56,18.0,89.43968255016458,0.37258939342582453,False,True,0,0,0,0,0,0,0,0,1
1e6b9a46d9,70,2,39,12.0,240.28941138175074,0.201568801853635,False,False,1,1,0,1,0,1,0,0,1
ad3cd67883,19,2,11,19.0,46.497650710890184,0.29467032951897104,False,False,1,1,1,1,0,1,0,0,0
a942e0cd4f,37,2,77,11.0,83.23429051060826,0.6257743580548428,True,True,1,1,0,1,1,0,1,1,1
713e1808e6,45,0,43,19.0,38.91652837475428,0.4275535528595932,False,False,0,0,1,0,1,0,0,0,1
a158459ae7,64,2,105,16.0,44.75691437584934,0.13345981213410066,False,True,0,0,0,0,1,0,0,1,1
532e7e755d,24,2,92,13.0,99.04792053383788,0.32117954878870436,True,True,1,0,0,1,1,0,0,1,1
1a3c0b0ca7,61,0,76,14.0,92.74549973857879,0.34334663533754095,False,True,1,0,0,0,1,1,1,0,0
51881e2387,25,1,80,15.0,41.753815021239184,0.5647873984937589,False,True,1,0,0,1,0,1,0,0,1
a5a9af9a9f,64,2,51,14.0,14.863663252160809,0.45840108367716037,True,False,0,1,0,1,1,1,0,0,1
4cd42a6d3a,52,3,92,17.0,49.48832736173377,0.39766957568083355,True,True,1,1,1,1,1,1,0,0,1
320d3c6dbc,31,0,92,21.0,35.5244533125747,0.22526355489664107,False,True,1,0,1,0,0,0,0,0,1
29f45dafcd,34,0,83,16.0,54.73268667301916,0.21100513415949282,False,False,0,0,0,0,0,0,1,0,0
373189ffa9,53,0,80,17.0,22.95982094247479,0.3498688725412707,False,True,1,0,0,0,0,0,0,1,0
9580bd9ffc,67,3,39,11.0,15.621406755246936,0.2197805527289025,False,True,1,1,1,1,0,1,1,1,0
c3bd30ca8c,57,2,32,16.0,62.09817727290622,0.4343832501278241,True,True,1,1,1,1,1,1,1,1,1
4108a11750,21,2,97,17.0,92.9464614591813,0.4788245128946972,False,True,1,1,0,1,1,1,1,0,0
99d62ea655,19,0,82,16.0,37.541672548171704,0.3200236263599182,True,True,0,0,0,1,1,1,0,1,1
6bf50879bd,23,1,86,24.0,59.92331649527539,0.12203902045408513,False,True,0,0,1,0,0,1,1,0,1
8a972c0634,59,2,44,15.0,23.78447233640234,0.1772144678490287,False,False,0,0,1,0,0,0,0,0,0
1fbf70b856,21,3,40,11.0,121.8160162842828,0.353665749090474,True,False,0,1,0,1,1,0,1,1,0
3ace65aba6,46,1,50,16.0,30.052465635443394,0.5458533424105745,True,True,1,1,1,0,1,1,1,1,0
0aff626fdf,35,3,10,18.0,78.19299444368188,0.4885213194130544,False,True,1,1,1,1,1,1,1,0,0
82779c2a57,43,0,83,20.0,113.12554837287665,0.36407406767701805,False,False,0,0,1,1,1,0,0,0,0
75eb722012,61,1,80,20.0,84.66688280600346,0.07550215329329214,False,False,0,0,1,0,1,0,1,0,1
8d2d18a3da,51,3,56,19.0,65.51794389066177,0.43796137457038464,False,False,1,1,1,1,1,1,0,1,1
d6fe33919e,27,2,12,15.0,77.62824917692414,0.24247327669182436,True,False,0,1,1,0,0,1,0,1,0
b282cbc5d6,53,3,33,14.0,77.3081386408349,0.18220566835133206,True,True,1,0,0,0,1,0,1,1,1
237437114a,31,3,59,19.0,150.7138987386817,0.18773251120462067,True,True,1,1,0,1,1,0,0,0,1
5b04c3677a,48,2,60,16.0,176.96064785364362,0.21582813741492826,False,True,1,0,0,0,0,1,1,1,0
8525302fcf,65,1,12,20.0,108.42809313244976,0.3001129919695957,False,False,1,0,0,1,0,0,1,0,1
febf107466,32,2,80,12.0,227.35467750164585,0.07329261213535784,True,True,1,0,0,0,1,1,0,1,1
3c223140eb,25,2,33,13.0,35.66370349953939,0.2849043512892152,True,False,1,0,0,1,1,1,0,1,0
c2d639889e,31,2,55,16.0,30.893398723559404,0.2634636651548549,False,False,0,0,1,0,1,0,0,1,1
b633c413ab,40,2,90,16.0,38.5960583675096,0.4042546297580043,False,False,0,1,1,1,1,1,0,0,0
9d7a3e7c24,57,3,4,16.0,105.95856776955523,0.5473219258911932,True,True,0,1,0,1,1,0,1,1,1
e30edad04a,38,3,106,14.0,93.87261405139849,0.09093159118232198,False,True,1,1,1,1,1,0,0,1,1
d73bbe922c,33,2,91,10.0,40.05464204518388,0.4269504306910458,False,False,0,1,0,1,1,1,1,1,1
d468f96bf8,62,2,102,12.0,40.00941867760842,0.34786586519344126,False,False,1,1,1,0,0,1,1,0,1
f0538aee32,35,2,105,20.0,284.9040576191508,0.214261230806283,False,False,0,0,1,0,0,0,1,0,1
012fbf25b9,64,1,75,14.0,86.28550418045009,0.19678718042092655,False,True,1,0,0,0,0,0,0,0,1
3f885d4d33,70,3,24,10.0,11.331130454997488,0.26637149943663985,False,True,0,0,0,0,1,1,0,1,1
a1c8e161f5,41,2,72,10.0,136.98320700024007,0.3729309553247351,True,False,1,1,0,0,0,0,0,1,0
ebcdc5fcc3,43,3,51,13.0,21.858767198489407,0.11944319106352433,True,True,0,1,1,1,1,0,1,1,1
094e51ffe8,42,2,85,18.0,61.911444916399574,0.24452747960333568,True,True,1,1,1,1,1,1,1,0,0
f47d5d76fc,62,2,5,10.0,45.397107509603224,0.2881009781187063,False,True,1,1,0,1,0,0,1,1,0
6d1b1cfd5a,58,2,4,24.0,179.1460711519839,0.3617748650831638,False,False,0,0,1,0,0,0,1,1,1
cf706fc256,46,2,95,21.0,130.60737845241485,0.0699124617748611,False,False,0,1,0,1,0,1,1,0,0
492bc914d1,32,1,100,12.0,39.70613860222869,0.21664980774359016,False,True,0,0,1,0,1,0,0,0,0
585ccfe56b,62,1,89,15.0,29.688995541141455,0.10829253480570872,False,False,0,1,1,0,0,0,0,0,0
bf2d89de23,18,1,57,16.0,93.93647730398922,0.4688823842897134,True,True,1,1,0,1,1,1,0,0,0
ad86ec8836,42,1,102,20.0,46.50127756460367,0.1191586542000834,True,True,1,0,1,1,0,0,0,0,1
34f8a86d33,24,1,88,16.0,261.8131375600608,0.3216929710030573,False,False,0,0,0,0,0,1,0,0,0
820ca53857,26,1,110,25.0,40.26491158802417,0.6241835156164075,True,True,1,1,1,0,1,0,1,1,0
956be85e4d,41,3,108,18.0,59.04756537758699,0.481609708709465,False,True,1,1,0,0,1,1,1,1,0
7c3dec4b57,18,3,41,24.0,22.141644422657112,0.49635223968968356,False,False,1,1,1,0,1,0,0,1,1
e81e1e6520,61,2,87,13.0,42.01816242099548,0.4284531781974488,False,False,1,0,0,1,0,0,0,0,0
232d18ca61,25,0,60,14.0,17.133261164791048,0.46025492654879024,True,False,0,1,0,0,1,1,1,1,0
42f5a323ec,41,1,33,17.0,41.323374316655766,0.2914346854695113,False,True,0,1,1,1,1,0,1,0,1
7a975130a1,28,2,49,16.0,5.8636256348860165,0.06841064504130506,False,False,0,0,1,0,0,0,1,1,1
e5660ce239,68,1,15,12.0,52.46488774825973,0.2913974684892903,False,False,0,0,1,0,0,0,1,0,1
dbea7c1840,34,1,18,13.0,12.269509226240677,0.5501118207042123,False,False,0,0,1,1,0,1,1,0,1
94200ae531,25,1,18,20.0,89.15590304521453,0.19756293976577305,False,False,1,1,0,0,0,1,0,0,1
045fd08f8a,52,1,57,16.0,107.02511019686355,0.2125865872437231,True,False,0,1,1,1,1,0,0,0,1
c52be1bef4,52,1,1,8.0,31.591179957024096,0.46512225304044197,True,False,1,0,1,1,1,1,0,1,0
aabccb7740,50,1,10,15.0,52.47905509846204,0.2636998725176922,True,False,0,1,0,0,1,0,0,0,0
b2fc7d4877,22,3,66,8.0,5.973135341827856,0.07693849700073717,False,True,0,0,1,1,1,0,0,1,1
e3198120b1,59,2,6,15.0,49.97884722474479,0.2705415265480178,False,False,0,0,1,1,1,0,0,0,1
5382e110be,56,0,55,12.0,162.1639837146559,0.4239052195260023,False,True,1,0,0,1,0,1,0,0,0
3672093bff,58,1,111,14.0,127.271911501905,0.540384033239649,True,True,1,1,1,1,1,1,1,1,1
b1eb16588f,45,2,115,22.0,16.072196049241263,0.20636045847855708,True,True,0,1,0,1,0,0,1,1,1
9662d4172e,24,0,75,13.0,116.02318104818585,0.015287349430629333,False,True,0,0,0,1,0,0,1,0,0
0959960f09,26,2,115,14.0,20.657136586864556,0.17215049552922904,False,False,1,0,0,0,0,0,0,1,0
3f8f262b01,25,1,19,13.0,84.17822343035007,0.25451232281015657,True,True,1,1,0,0,1,0,0,0,1
5c1484bd35,29,1,79,14.0,79.49245329100742,0.1986058439275583,True,True,1,1,0,1,1,0,0,1,1
888133c70a,51,1,30,12.0,14.671956192935559,0.5931753462956758,True,True,1,1,0,1,1,0,0,1,0
cf495fde06,50,1,113,12.0,54.139667275020045,0.36193039490337386,True,False,0,1,1,0,1,1,0,0,0
b4fb429420,65,3,62,14.0,82.07187632176257,0.1352651314787071,False,False,0,1,1,1,1,0,1,1,0
e290c223c0,40,2,61,15.0,100.3940246715808,0.3440446012957275,True,True,0,1,1,0,1,1,0,1,1
dd35ef1975,41,3,26,17.0,38.19783044330062,0.10491358945268958,False,False,0,1,1,0,0,1,0,1,1
89d9483f7d,54,2,18,16.0,34.309411971986776,0.21214744744669797,True,False,1,1,0,0,0,0,1,0,1
3ede3a6d4c,52,2,19,14.0,17.179134016425824,0.31625543709864234,False,False,0,1,0,1,1,1,1,1,1
49f47f7d2b,61,1,84,18.0,114.12838933386536,0.2281062679041199,False,True,1,0,1,1,0,0,1,0,0
1a6f1eada6,57,2,52,16.0,92.9010786743589,0.46179176507817205,True,False,0,1,1,0,0,1,0,1,1
15a85782c5,39,3,16,17.0,24.453073702724396,0.5337339936751638,False,False,0,0,0,1,1,0,1,1,0
38100511c0,44,0,85,18.0,42.06983118540013,0.5878426901692845,False,False,0,0,0,0,0,1,0,0,0
930323d6cb,52,1,77,12.0,76.04199415497528,0.2196567097916784,False,False,0,1,0,0,1,0,0,0,0
87e6fbc2dd,18,0,96,13.0,14.67987688039524,0.23514084759136875,False,False,0,1,1,1,0,0,1,0,1
ee990f6541,52,3,73,16.0,72.86212278297809,0.4993845583033106,True,False,1,1,1,0,1,0,0,1,0
961978958e,54,2,43,10.0,61.527586982697805,0.6684383826323386,False,True,1,1,0,1,0,1,1,1,1
88dc2cc511,64,3,104,20.0,86.99267839929468,0.02664088647585236,False,True,1,0,0,1,0,1,1,1,1
169423d32e,31,0,101,14.0,14.576735374314062,0.2933203698916208,False,True,0,0,0,1,0,1,0,0,0
590c2b1e65,20,3,83,13.0,31.95548624130392,0.31374144112803765,False,False,0,0,1,0,0,1,0,1,0
ab01c096c9,18,0,41,18.0,73.8586697444655,0.4176167919724928,False,False,0,0,0,0,0,0,1,0,1
4247359f65,22,1,59,16.0,31.828250654124883,0.4706933241412146,False,True,1,0,0,1,1,0,1,0,1
1b0900ace7,43,0,89,15.0,54.41168392344961,0.06663886631347234,False,False,1,1,0,0,0,0,0,0,0
508bc79cdd,31,0,12,11.0,16.810961294065635,0.3228586876547084,False,False,0,0,0,0,0,0,0,1,0
abd76beacf,56,0,109,18.0,86.1553231822175,0.07701704662793579,False,False,0,1,1,0,1,0,0,0,0
a5452d5767,44,1,88,21.0,77.73664844512254,0.08720655521059482,False,False,0,0,0,0,1,0,0,0,0
5bc3d03409,26,2,1,15.0,8.34159994960186,0.2085093630472519,False,True,1,0,1,1,0,1,0,1,1
4e1f4dc567,32,3,27,12.0,46.370662170971876,0.14802304804516667,True,True,0,1,1,1,1,1,1,1,0
454747d87a,32,2,22,9.0,46.59237225499153,0.6450848736346494,False,False,1,1,0,0,0,0,1,0,1
9a72fe98d6,43,0,22,10.0,73.64941306036896,0.13079683494826683,False,False,0,0,1,0,0,1,1,0,0
c5e41bd123,59,0,65,12.0,23.768454167215157,0.10418302623267714,False,False,0,0,1,0,0,1,1,0,0
63c77e98d8,30,1,18,17.0,42.60676717282821,0.3113629583758676,True,False,0,1,1,0,1,0,0,1,0
abf4f4989c,68,2,35,11.0,48.25176930167497,0.3313129662892878,True,True,1,1,0,0,1,1,0,1,1
742ffd94f4,49,2,94,24.0,38.74268845734452,0.16419817154564645,True,True,0,1,1,1,1,0,1,1,0
5edbab4bd9,56,2,84,14.0,13.346560316231766,0.0772972245787624,False,True,1,0,0,0,0,0,1,0,1
a60a57d853,66,0,5,14.0,165.90703047942466,0.2785471131302214,True,True,0,1,1,0,0,1,0,0,1
a82f627c42,69,1,32,16.0,179.66589143473573,0.0824075415822784,False,False,0,0,1,0,0,1,1,0,0
7725f9e293,49,2,88,15.0,253.48217002105196,0.14688331994347928,False,False,0,1,1,0,0,0,0,1,0
8b7dd775ad,21,2,8,11.0,12.665114833310785,0.435002927222638,True,False,1,1,0,1,1,1,1,0,0
09e84a3054,47,0,86,13.0,8.609561865600162,0.22292625041447403,True,True,0,1,1,0,1,0,0,0,1
07a38b2883,54,0,45,21.0,36.438915884226915,0.43443199202031374,True,False,0,1,0,1,0,1,0,0,0
04c6c9803d,40,3,38,15.0,46.01754489715817,0.3630293590925295,False,True,1,0,0,1,1,1,1,1,1
4c76566ac8,56,2,91,18.0,214.4710668522805,0.03700906482346997,False,False,0,0,1,0,0,0,0,0,0
c8ba1fac79,62,2,55,18.0,76.30168686308012,0.26127099970518136,False,True,1,0,0,1,0,0,1,1,0
16657d7edb,32,1,61,12.0,31.422401965659525,0.6111056463320339,False,False,1,0,1,0,0,1,1,1,1
99ba7d787d,60,2,91,14.0,47.3095075805235,0.047755922123636496,False,True,0,0,1,1,0,1,0,1,1
eaf1a9e544,46,1,26,9.0,31.118911831217694,0.1527681879997302,True,True,0,0,0,1,0,0,0,0,1
fa6ac3c863,53,1,102,17.0,27.464928794307813,0.3127589901106802,False,False,0,1,0,0,1,0,1,0,0
331994aa2c,30,1,63,16.0,12.630864693399323,0.29360002421172343,False,True,0,0,1,0,1,1,0,1,0
dd387bfca9,49,1,53,11.0,47.53066216305457,0.2633601697834071,False,True,0,0,1,0,0,0,1,0,0
2cc5d5ddfb,24,1,40,17.0,120.88799248726212,0.29408551996243737,True,True,1,1,0,0,1,0,0,0,1
1b9d3aa9eb,68,1,114,8.0,50.925913733335705,0.2570784310300349,False,False,0,1,0,1,0,1,1,0,0
724d97aba3,39,2,101,18.0,249.91904211638771,0.6102522820506234,True,False,1,1,1,1,1,1,0,0,1
5baab24fe9,45,1,13,28.0,35.52737864405727,0.356269937315988,False,True,1,1,0,1,1,1,1,0,1
2f1d28ffaf,19,1,34,24.0,26.531238865339045,0.21142534273796626,True,True,0,1,1,1,1,1,1,0,1
6510a059a8,59,2,45,26.0,93.43023991268457,0.12759988123712138,False,True,1,0,1,1,0,1,0,1,1
7975fa2cee,62,2,22,12.0,8.15079143964264,0.4227397384685178,True,False,1,1,0,0,1,0,1,1,0
94aef29302,70,3,100,18.0,68.59859112255884,0.2781937424606785,False,True,1,0,0,0,0,1,0,1,0
a531650437,23,2,95,13.0,51.495133873670525,0.3908976242497738,False,True,1,0,0,1,0,1,1,0,1
c7531c18fe,45,1,109,14.0,37.813268557287266,0.14664738252454249,False,True,0,1,0,0,1,0,1,1,1
41f58f26a7,45,3,41,8.0,409.26411789604816,0.34299113505570167,False,False,0,1,0,1,1,1,0,1,1
7d932d02d1,61,1,74,11.0,28.05938826857268,0.353129810034749,True,False,1,1,1,0,1,1,1,0,1
01b5546030,61,2,5,21.0,93.71499519723751,0.2822349352387838,False,True,1,1,0,1,1,1,0,1,1
5b7409f790,37,0,71,14.0,45.60446873132931,0.2522624265382374,False,False,1,0,0,1,1,1,0,0,1
97ea73d12d,47,2,28,13.0,63.28304744774933,0.15488720713163526,False,True,1,1,0,1,0,0,0,1,0
7d410ebb26,28,3,76,18.0,40.765858283885805,0.5513457329995005,True,True,1,0,1,1,1,1,1,1,1
2dde9f174d,45,2,8,14.0,26.112402224459004,0.09247712274004712,False,True,1,0,1,1,1,0,0,1,1
7c258fde72,42,1,114,11.0,39.297153866461585,0.1613994404678551,False,False,0,1,1,0,0,1,0,0,0
0d0cddb6a9,56,3,34,20.0,66.16713752059397,0.6894061636070703,False,False,0,1,1,0,1,1,1,1,0
648b95faa7,50,0,11,28.0,71.56960589187085,0.3894248119506534,False,False,0,0,0,0,0,0,1,0,1
347aad0c6c,18,1,119,14.0,53.59383615372886,0.10882094487337443,True,False,1,1,1,0,1,1,0,0,0
da2314cc49,44,3,21,15.0,89.68308320458083,0.13906617855795195,False,False,1,0,0,1,0,0,0,0,1
c91966376f,69,2,55,14.0,9.732480776582278,0.09002019508953857,False,True,1,0,1,1,0,0,1,0,1
17a0900ae9,30,2,113,16.0,49.90980292467695,0.3438145796495543,False,False,1,0,1,0,0,1,1,1,0
bd8ea18db5,58,2,10,15.0,232.66672741161918,0.21366035931950794,False,True,0,0,0,1,0,0,0,0,0
c7e1f1ef88,20,1,78,18.0,9.460699225199043,0.031092954780554974,False,False,0,0,1,1,1,1,0,0,0
0af430c1fc,56,0,78,16.0,250.09369603132635,0.16304883838424436,False,False,0,0,1,0,0,0,0,1,0
edd0794ab2,23,1,83,16.0,76.88707325670133,0.4743110297679383,False,False,0,0,1,0,1,1,1,1,1
ada847c40e,25,1,46,16.0,67.96956148011544,0.09629829131527194,False,False,0,1,0,0,0,1,0,0,1
b9e33f546d,44,1,25,13.0,38.51561197501993,0.5583264545962865,True,False,1,1,1,0,0,0,0,0,1
db327cfa63,26,1,26,21.0,20.314763816300818,0.04187612525526225,True,False,0,0,1,0,1,0,0,0,0
11e48ccd8d,54,2,36,14.0,130.95936446224266,0.24678242051831548,True,False,1,1,0,0,1,1,1,1,1
593cae2b74,50,0,31,9.0,41.615772567595535,0.07462966697952951,True,True,1,0,0,1,1,1,0,0,0
e28bfe3311,68,0,70,19.0,13.044956015899102,0.15574177450359608,False,False,0,0,1,0,0,1,1,1,0
97e4afdd1b,59,1,96,21.0,63.5396775538682,0.09730474149591772,True,False,1,0,1,0,1,0,0,0,1
5384c37777,61,1,108,15.0,352.53060733186555,0.16931234366034276,False,False,0,0,1,0,1,0,0,0,1
e3dabb02cd,41,1,77,11.0,43.239626621554926,0.26781480353964715,True,False,1,1,0,1,1,1,0,1,0
819c19a113,32,2,99,14.0,23.845041752428944,0.16768433488844173,True,True,1,1,1,1,1,0,1,1,1
4d86a01250,49,1,91,11.0,60.683111361362194,0.09404978379107876,False,True,1,0,1,0,1,0,1,0,0
6644ffc6d0,49,0,78,16.0,20.023194852653003,0.44724347244926765,True,True,0,1,0,1,1,1,1,0,0
405f4304c3,41,3,90,12.0,69.6906424325764,0.3800129720792437,True,False,1,1,1,1,1,0,1,1,1
99609cead2,58,1,11,18.0,293.42734841432434,0.2721470305152135,False,False,0,1,0,1,1,1,1,0,0
bcf9827970,69,3,39,17.0,77.44900317437289,0.23990383809896515,True,False,0,1,1,1,0,1,1,0,1
18eb4aa6d0,66,3,12,20.0,205.7277605440917,0.43239665256822674,True,False,1,1,1,0,0,0,0,0,1
acec215f56,66,2,34,19.0,20.534532280847635,0.2375617294158426,True,True,1,1,0,1,1,0,1,1,0
c1fe1c842a,69,2,65,14.0,90.19636582435608,0.12903159947052462,False,False,0,0,0,1,1,1,1,1,1
774388cfb6,29,2,42,17.0,111.68676347089398,0.3513930202373219,False,False,1,0,0,1,0,1,1,0,0
4e052324bf,56,3,59,16.0,214.7888696661198,0.45571213895167767,False,True,1,1,1,1,0,1,1,1,0
e0660c2322,19,2,110,9.0,53.540225679826854,0.22981789708345066,True,True,0,1,1,0,1,1,1,1,0
7a05f7d16f,20,0,114,13.0,342.0335781008439,0.20690195474048065,False,False,1,0,1,1,0,1,1,0,0
c3bc5df4ba,66,0,11,11.0,32.41158099485815,0.08735551925330634,False,False,0,1,0,0,0,0,1,0,0
c86d51a68e,54,0,43,20.0,38.360127258677934,0.27660472969377803,False,False,1,0,1,0,0,1,1,0,0
22bd719697,66,0,53,19.0,111.89847874213419,0.25935262097331563,False,False,0,0,0,0,0,1,0,0,0
84f3efe425,34,0,108,9.0,125.2119682495204,0.31877565757279697,True,False,0,1,1,1,0,0,0,0,0
66a86962ad,66,2,113,16.0,16.03563345006049,0.20760316237255055,False,True,0,1,1,1,0,0,1,1,1
b2b11ea04f,19,2,13,12.0,29.685559634688325,0.3003984218177383,True,True,1,1,1,1,0,1,0,1,1
2df43491b3,19,2,65,13.0,18.421604740233462,0.19684416334352514,False,False,1,0,1,0,0,0,0,0,0
0303f60531,45,1,26,11.0,49.92719002399949,0.09785966769259018,False,True,1,1,0,1,0,1,0,0,0
1a694e7446,40,0,76,16.0,127.50032500375947,0.3032121870744255,True,False,0,1,0,0,0,0,0,0,0
05fafcd9ec,54,2,31,20.0,137.46749734277287,0.06768279608849878,False,True,0,0,0,1,1,0,1,1,0
5f908ef4bb,49,1,32,19.0,66.76190219581876,0.32704687049389186,True,False,0,1,1,0,1,1,1,1,0
9cf2e1b03f,50,2,110,16.0,80.627320182876,0.171781031442708,False,True,1,0,0,1,0,0,0,1,1
b205dc6eca,18,1,105,10.0,11.753773198411409,0.22245413121773225,True,True,0,1,0,1,0,1,1,1,0
6a2af1f315,36,2,46,25.0,47.630766699532536,0.15532108020373697,True,False,0,1,1,1,1,0,1,0,1
90ef94b921,19,2,11,16.0,57.98592047747906,0.3638304498948946,False,False,1,1,1,0,1,1,0,1,0
